Date,Name / Description,Account,Counterparty,Code,Debit/credit,Amount (PLN),Transaction type,Notifications
2025-01-31,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,6957.18,Salary,
2025-05-01,Netflix,PL45116022020000000478251704,Netflix,,D,443.17,Entertainment,
2025-06-22,Warta,PL45116022020000000478251704,Warta,,D,100.55,Insurance,
2024-08-30,Spotify,PL45116022020000000478251704,Spotify,,D,35.75,Entertainment,
2025-05-12,Żabka,PL45116022020000000478251704,Żabka,,D,399.85,Groceries,
2025-06-02,McDonald's,PL45116022020000000478251704,McDonald's,,D,232.81,Dining,
2024-07-05,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2024-09-30,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,13616.5,Salary,
2025-05-28,Lidl,PL45116022020000000478251704,Lidl,,D,400.78,Groceries,
2025-02-05,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2025-02-06,KFC,PL45116022020000000478251704,KFC,,D,93.81,Dining,
2024-09-28,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,12474.54,Salary,
2025-04-19,Spotify,PL45116022020000000478251704,Spotify,,D,40.26,Entertainment,
2025-03-18,Żabka,PL45116022020000000478251704,Żabka,,D,228.08,Groceries,
2025-03-10,Lidl,PL45116022020000000478251704,Lidl,,D,310.44,Groceries,
2024-08-28,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,5946.58,Salary,
2024-10-15,ING Branch,PL45116022020000000478251704,ING Branch,,C,1925.23,Cash Deposit,
2024-10-04,ING Branch,PL45116022020000000478251704,ING Branch,,C,2672.89,Cash Deposit,
2024-12-07,UPC,PL45116022020000000478251704,UPC,,D,356.94,Utilities,
2025-03-10,PKO BP ATM,PL45116022020000000478251704,PKO BP ATM,,D,300.0,ATM Withdrawl,
2025-03-10,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,8409.41,Salary,
2025-03-15,KFC,PL45116022020000000478251704,KFC,,D,207.08,Dining,
2025-02-03,ZTM Warsaw,PL45116022020000000478251704,ZTM Warsaw,,D,393.46,Transport,
2024-11-15,Żabka,PL45116022020000000478251704,Żabka,,D,352.85,Groceries,
2024-09-30,Lidl,PL45116022020000000478251704,Lidl,,D,305.91,Groceries,
2024-08-27,KFC,PL45116022020000000478251704,KFC,,D,33.4,Dining,
2025-04-14,Compensa,PL45116022020000000478251704,Compensa,,D,292.64,Insurance,
2024-08-14,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,8147.92,Salary,
2024-08-27,McDonald's,PL45116022020000000478251704,McDonald's,,D,198.03,Dining,
2024-11-26,Veolia,PL45116022020000000478251704,Veolia,,D,177.98,Utilities,
2024-11-21,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2025-03-22,Pizza Hut,PL45116022020000000478251704,Pizza Hut,,D,112.13,Dining,
2024-12-23,Lidl,PL45116022020000000478251704,Lidl,,D,50.52,Groceries,
2025-03-12,Biedronka,PL45116022020000000478251704,Biedronka,,D,98.54,Groceries,
2025-04-20,Local Bistro,PL45116022020000000478251704,Local Bistro,,D,478.98,Dining,
2024-09-13,UPC,PL45116022020000000478251704,UPC,,D,240.36,Utilities,
2024-07-28,McDonald's,PL45116022020000000478251704,McDonald's,,D,215.05,Dining,
2025-03-12,PKP Intercity,PL45116022020000000478251704,PKP Intercity,,D,461.26,Transport,
2024-08-17,Empik,PL45116022020000000478251704,Empik,,D,78.9,Entertainment,
2025-03-28,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2025-05-31,Netflix,PL45116022020000000478251704,Netflix,,D,348.01,Entertainment,
2025-06-04,Warta,PL45116022020000000478251704,Warta,,D,533.04,Insurance,
2024-07-27,Spotify,PL45116022020000000478251704,Spotify,,D,365.2,Entertainment,
2025-03-04,Uber,PL45116022020000000478251704,Uber,,D,383.64,Transport,
2025-01-16,Żabka,PL45116022020000000478251704,Żabka,,D,561.1,Groceries,
2025-04-30,Euronet ATM,PL45116022020000000478251704,Euronet ATM,,D,200.0,ATM Withdrawl,
2024-07-13,UPC,PL45116022020000000478251704,UPC,,D,428.4,Utilities,
2024-09-30,Netflix,PL45116022020000000478251704,Netflix,,D,249.48,Entertainment,
2024-12-20,Pizza Hut,PL45116022020000000478251704,Pizza Hut,,D,399.14,Dining,
2024-11-17,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,7645.17,Salary,
2024-08-24,Empik,PL45116022020000000478251704,Empik,,D,131.6,Entertainment,
2025-04-30,Lidl,PL45116022020000000478251704,Lidl,,D,277.69,Groceries,
2024-11-05,Bolt,PL45116022020000000478251704,Bolt,,D,177.2,Transport,
2025-04-16,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2024-11-08,PZU,PL45116022020000000478251704,PZU,,D,521.0,Insurance,
2024-08-14,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2024-07-28,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,6809.46,Salary,
2025-06-10,US Bemowo,PL45116022020000000478251704,US Bemowo,,D,156.25,Tax,
2024-11-01,Lidl,PL45116022020000000478251704,Lidl,,D,168.02,Groceries,
2025-06-14,Uber,PL45116022020000000478251704,Uber,,D,48.13,Transport,
2025-06-26,Bolt,PL45116022020000000478251704,Bolt,,D,144.84,Transport,
2024-08-25,Lidl,PL45116022020000000478251704,Lidl,,D,481.4,Groceries,
2024-08-28,Local Bistro,PL45116022020000000478251704,Local Bistro,,D,411.71,Dining,
2024-08-12,Biedronka,PL45116022020000000478251704,Biedronka,,D,160.32,Groceries,
2024-09-24,Euronet ATM,PL45116022020000000478251704,Euronet ATM,,D,200.0,ATM Withdrawl,
2025-03-30,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,9475.68,Salary,
2025-04-17,Local Bistro,PL45116022020000000478251704,Local Bistro,,D,153.56,Dining,
2024-12-20,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2024-09-11,KFC,PL45116022020000000478251704,KFC,,D,372.29,Dining,
2024-12-14,Veolia,PL45116022020000000478251704,Veolia,,D,333.36,Utilities,
2024-08-24,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,7438.28,Salary,
2024-11-06,Local Bistro,PL45116022020000000478251704,Local Bistro,,D,471.71,Dining,
2024-10-18,Netia,PL45116022020000000478251704,Netia,,D,237.6,Utilities,
2024-08-13,Local Bistro,PL45116022020000000478251704,Local Bistro,,D,326.38,Dining,
2025-06-26,PGNiG,PL45116022020000000478251704,PGNiG,,D,497.55,Utilities,
2025-05-11,McDonald's,PL45116022020000000478251704,McDonald's,,D,148.43,Dining,
2024-08-28,Pizza Hut,PL45116022020000000478251704,Pizza Hut,,D,586.6,Dining,
2025-06-11,Veolia,PL45116022020000000478251704,Veolia,,D,128.2,Utilities,
2025-01-05,Lidl,PL45116022020000000478251704,Lidl,,D,517.47,Groceries,
2025-03-25,McDonald's,PL45116022020000000478251704,McDonald's,,D,461.38,Dining,
2025-01-24,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2024-12-11,Lidl,PL45116022020000000478251704,Lidl,,D,224.29,Groceries,
2024-10-18,Allegro.pl,PL45116022020000000478251704,Allegro.pl,,D,136.39,Entertainment,
2024-11-20,ZTM Warsaw,PL45116022020000000478251704,ZTM Warsaw,,D,259.77,Transport,
2025-01-05,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,13425.45,Salary,
2024-09-07,Veolia,PL45116022020000000478251704,Veolia,,D,328.38,Utilities,
2024-09-24,McDonald's,PL45116022020000000478251704,McDonald's,,D,390.1,Dining,
2025-06-18,Lidl,PL45116022020000000478251704,Lidl,,D,280.18,Groceries,
2024-09-09,ZTM Warsaw,PL45116022020000000478251704,ZTM Warsaw,,D,444.61,Transport,
2025-04-01,Local Bistro,PL45116022020000000478251704,Local Bistro,,D,412.02,Dining,
2024-12-04,Biedronka,PL45116022020000000478251704,Biedronka,,D,196.33,Groceries,
2024-08-03,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,15512.99,Salary,
2024-09-27,Żabka,PL45116022020000000478251704,Żabka,,D,396.38,Groceries,
2024-11-30,KFC,PL45116022020000000478251704,KFC,,D,48.88,Dining,
2025-05-03,Pizza Hut,PL45116022020000000478251704,Pizza Hut,,D,84.98,Dining,
2024-07-08,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,15585.0,Salary,
2025-05-11,Uber,PL45116022020000000478251704,Uber,,D,69.98,Transport,
2024-09-03,Spotify,PL45116022020000000478251704,Spotify,,D,455.91,Entertainment,
2025-03-25,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2025-06-08,ING Branch,PL45116022020000000478251704,ING Branch,,C,1056.25,Cash Deposit,
2025-04-14,Veolia,PL45116022020000000478251704,Veolia,,D,277.81,Utilities,
2025-02-19,ING Branch,PL45116022020000000478251704,ING Branch,,C,2369.18,Cash Deposit,
2025-04-14,KFC,PL45116022020000000478251704,KFC,,D,395.52,Dining,
2025-06-18,PKP Intercity,PL45116022020000000478251704,PKP Intercity,,D,321.96,Transport,
2025-03-08,Netia,PL45116022020000000478251704,Netia,,D,186.02,Utilities,
2025-05-06,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2024-12-30,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2025-06-02,KFC,PL45116022020000000478251704,KFC,,D,163.68,Dining,
2024-09-28,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,10729.83,Salary,
2024-09-03,Local Bistro,PL45116022020000000478251704,Local Bistro,,D,198.12,Dining,
2025-02-08,KFC,PL45116022020000000478251704,KFC,,D,494.66,Dining,
2024-10-14,Biedronka,PL45116022020000000478251704,Biedronka,,D,188.16,Groceries,
2024-11-24,Veolia,PL45116022020000000478251704,Veolia,,D,263.53,Utilities,
2025-04-17,Netia,PL45116022020000000478251704,Netia,,D,554.33,Utilities,
2024-11-08,Bolt,PL45116022020000000478251704,Bolt,,D,96.49,Transport,
2024-08-25,Netflix,PL45116022020000000478251704,Netflix,,D,123.69,Entertainment,
2024-09-18,PKO BP ATM,PL45116022020000000478251704,PKO BP ATM,,D,200.0,ATM Withdrawl,
2025-01-25,Euronet ATM,PL45116022020000000478251704,Euronet ATM,,D,500.0,ATM Withdrawl,
2025-04-29,Empik,PL45116022020000000478251704,Empik,,D,593.0,Entertainment,
2024-10-03,McDonald's,PL45116022020000000478251704,McDonald's,,D,73.25,Dining,
2024-10-22,PZU,PL45116022020000000478251704,PZU,,D,457.8,Insurance,
2025-01-04,Empik,PL45116022020000000478251704,Empik,,D,73.5,Entertainment,
2024-12-02,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,12255.38,Salary,
2025-01-18,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,13427.67,Salary,
2025-03-12,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,6145.39,Salary,
2025-05-13,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,7499.61,Salary,
2025-01-05,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2025-03-17,Netflix,PL45116022020000000478251704,Netflix,,D,148.6,Entertainment,
2024-11-08,PKP Intercity,PL45116022020000000478251704,PKP Intercity,,D,578.38,Transport,
2024-10-30,Local Bistro,PL45116022020000000478251704,Local Bistro,,D,188.75,Dining,
2024-09-26,Allegro.pl,PL45116022020000000478251704,Allegro.pl,,D,165.39,Entertainment,
2025-01-19,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,10209.96,Salary,
2025-05-26,UPC,PL45116022020000000478251704,UPC,,D,95.19,Utilities,
2025-05-16,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2024-09-23,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,10040.8,Salary,
2025-01-04,Veolia,PL45116022020000000478251704,Veolia,,D,439.71,Utilities,
2025-01-07,ZTM Warsaw,PL45116022020000000478251704,ZTM Warsaw,,D,293.05,Transport,
2025-02-18,PGNiG,PL45116022020000000478251704,PGNiG,,D,80.39,Utilities,
2024-07-02,PKP Intercity,PL45116022020000000478251704,PKP Intercity,,D,62.35,Transport,
2024-11-21,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,12882.59,Salary,
2024-09-13,Netia,PL45116022020000000478251704,Netia,,D,583.21,Utilities,
2025-03-08,PGNiG,PL45116022020000000478251704,PGNiG,,D,329.53,Utilities,
2025-01-01,Allegro.pl,PL45116022020000000478251704,Allegro.pl,,D,499.17,Entertainment,
2025-05-21,PGNiG,PL45116022020000000478251704,PGNiG,,D,297.4,Utilities,
2024-09-02,Żabka,PL45116022020000000478251704,Żabka,,D,520.3,Groceries,
2024-11-23,Allegro.pl,PL45116022020000000478251704,Allegro.pl,,D,394.32,Entertainment,
2024-08-28,Uber,PL45116022020000000478251704,Uber,,D,139.51,Transport,
2024-12-22,PGNiG,PL45116022020000000478251704,PGNiG,,D,556.73,Utilities,
2025-03-18,PGNiG,PL45116022020000000478251704,PGNiG,,D,128.14,Utilities,
2024-07-24,ING Branch,PL45116022020000000478251704,ING Branch,,C,1740.91,Cash Deposit,
2025-06-17,Lidl,PL45116022020000000478251704,Lidl,,D,549.61,Groceries,
2025-05-14,Lidl,PL45116022020000000478251704,Lidl,,D,78.97,Groceries,
2025-03-15,Bolt,PL45116022020000000478251704,Bolt,,D,77.01,Transport,
2025-01-18,Lidl,PL45116022020000000478251704,Lidl,,D,259.37,Groceries,
2024-10-03,Netflix,PL45116022020000000478251704,Netflix,,D,585.21,Entertainment,
2025-05-03,Lidl,PL45116022020000000478251704,Lidl,,D,156.95,Groceries,
2025-06-23,Compensa,PL45116022020000000478251704,Compensa,,D,591.36,Insurance,
2025-03-05,Uber,PL45116022020000000478251704,Uber,,D,548.54,Transport,
2025-05-08,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,7675.83,Salary,
2024-09-29,Empik,PL45116022020000000478251704,Empik,,D,89.15,Entertainment,
2025-03-02,Spotify,PL45116022020000000478251704,Spotify,,D,107.58,Entertainment,
2025-06-09,Biedronka,PL45116022020000000478251704,Biedronka,,D,518.51,Groceries,
2025-03-05,PGNiG,PL45116022020000000478251704,PGNiG,,D,374.52,Utilities,
2024-09-16,Lidl,PL45116022020000000478251704,Lidl,,D,88.34,Groceries,
2024-10-07,Compensa,PL45116022020000000478251704,Compensa,,D,594.55,Insurance,
2024-08-15,Lidl,PL45116022020000000478251704,Lidl,,D,276.89,Groceries,
2025-02-09,UPC,PL45116022020000000478251704,UPC,,D,291.99,Utilities,
2024-10-12,Euronet ATM,PL45116022020000000478251704,Euronet ATM,,D,200.0,ATM Withdrawl,
2024-09-08,Bolt,PL45116022020000000478251704,Bolt,,D,306.85,Transport,
2025-06-25,Compensa,PL45116022020000000478251704,Compensa,,D,179.32,Insurance,
2025-02-18,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,11776.89,Salary,
2025-06-04,McDonald's,PL45116022020000000478251704,McDonald's,,D,185.86,Dining,
2024-10-17,Biedronka,PL45116022020000000478251704,Biedronka,,D,166.37,Groceries,
2025-03-01,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,15288.7,Salary,
2025-01-16,Biedronka,PL45116022020000000478251704,Biedronka,,D,523.36,Groceries,
2024-08-03,UPC,PL45116022020000000478251704,UPC,,D,305.14,Utilities,
2024-12-04,Żabka,PL45116022020000000478251704,Żabka,,D,555.33,Groceries,
2025-03-07,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2024-10-01,Żabka,PL45116022020000000478251704,Żabka,,D,112.57,Groceries,
2025-04-03,ZTM Warsaw,PL45116022020000000478251704,ZTM Warsaw,,D,257.77,Transport,
2024-08-31,Pizza Hut,PL45116022020000000478251704,Pizza Hut,,D,166.3,Dining,
2024-06-27,ING Branch,PL45116022020000000478251704,ING Branch,,C,635.17,Cash Deposit,
2025-04-13,PKP Intercity,PL45116022020000000478251704,PKP Intercity,,D,343.64,Transport,
2024-11-04,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,10163.4,Salary,
2025-03-31,PKO BP Branch,PL45116022020000000478251704,PKO BP Branch,,C,2569.32,Cash Deposit,
2024-06-28,UPC,PL45116022020000000478251704,UPC,,D,471.52,Utilities,
2025-03-26,Netia,PL45116022020000000478251704,Netia,,D,331.16,Utilities,
2024-10-11,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2024-08-06,Pizza Hut,PL45116022020000000478251704,Pizza Hut,,D,363.92,Dining,
2025-03-06,ZTM Warsaw,PL45116022020000000478251704,ZTM Warsaw,,D,338.64,Transport,
2025-05-02,Biedronka,PL45116022020000000478251704,Biedronka,,D,290.16,Groceries,
2024-11-06,Żabka,PL45116022020000000478251704,Żabka,,D,509.47,Groceries,
2024-07-22,PKO BP ATM,PL45116022020000000478251704,PKO BP ATM,,D,500.0,ATM Withdrawl,
2025-01-27,ZTM Warsaw,PL45116022020000000478251704,ZTM Warsaw,,D,306.23,Transport,
2024-11-03,Uber,PL45116022020000000478251704,Uber,,D,276.91,Transport,
2024-09-23,KFC,PL45116022020000000478251704,KFC,,D,67.11,Dining,
2025-05-13,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,7701.63,Salary,
2024-11-08,McDonald's,PL45116022020000000478251704,McDonald's,,D,72.46,Dining,
2025-06-12,US Bemowo,PL45116022020000000478251704,US Bemowo,,D,521.04,Tax,
2025-06-23,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2024-08-20,Biedronka,PL45116022020000000478251704,Biedronka,,D,530.24,Groceries,
2024-08-13,Pizza Hut,PL45116022020000000478251704,Pizza Hut,,D,228.08,Dining,
2024-10-24,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,13590.33,Salary,
2025-05-31,PKO BP ATM,PL45116022020000000478251704,PKO BP ATM,,D,300.0,ATM Withdrawl,
2025-03-17,Warta,PL45116022020000000478251704,Warta,,D,282.09,Insurance,
2024-07-06,Local Bistro,PL45116022020000000478251704,Local Bistro,,D,479.07,Dining,
2025-01-26,Veolia,PL45116022020000000478251704,Veolia,,D,319.69,Utilities,
2024-11-14,Biedronka,PL45116022020000000478251704,Biedronka,,D,507.6,Groceries,
2025-06-12,PKP Intercity,PL45116022020000000478251704,PKP Intercity,,D,590.68,Transport,
2025-05-20,Bolt,PL45116022020000000478251704,Bolt,,D,418.46,Transport,
2025-03-17,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,10242.21,Salary,
2025-02-04,Lidl,PL45116022020000000478251704,Lidl,,D,381.04,Groceries,
2025-05-28,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2025-03-07,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2024-07-08,ING Branch,PL45116022020000000478251704,ING Branch,,C,2418.01,Cash Deposit,
2025-03-03,Euronet ATM,PL45116022020000000478251704,Euronet ATM,,D,200.0,ATM Withdrawl,
2025-06-01,KFC,PL45116022020000000478251704,KFC,,D,326.19,Dining,
2025-02-08,ZUS,PL45116022020000000478251704,ZUS,,D,531.67,Tax,
2024-07-03,McDonald's,PL45116022020000000478251704,McDonald's,,D,163.81,Dining,
2024-07-16,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2024-09-20,Netflix,PL45116022020000000478251704,Netflix,,D,306.34,Entertainment,
2025-01-11,Netia,PL45116022020000000478251704,Netia,,D,63.66,Utilities,
2024-08-29,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2024-10-08,Lidl,PL45116022020000000478251704,Lidl,,D,211.49,Groceries,
2025-06-12,Spotify,PL45116022020000000478251704,Spotify,,D,390.97,Entertainment,
2024-07-23,PKP Intercity,PL45116022020000000478251704,PKP Intercity,,D,454.56,Transport,
2024-11-08,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2025-02-07,McDonald's,PL45116022020000000478251704,McDonald's,,D,236.86,Dining,
2025-03-28,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,13560.0,Salary,
2025-03-07,Żabka,PL45116022020000000478251704,Żabka,,D,550.24,Groceries,
2025-02-14,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2024-11-12,Veolia,PL45116022020000000478251704,Veolia,,D,496.94,Utilities,
2024-11-14,PKO BP ATM,PL45116022020000000478251704,PKO BP ATM,,D,300.0,ATM Withdrawl,
2024-12-23,ZTM Warsaw,PL45116022020000000478251704,ZTM Warsaw,,D,547.23,Transport,
2025-01-12,US Bemowo,PL45116022020000000478251704,US Bemowo,,D,492.66,Tax,
2024-09-27,Biedronka,PL45116022020000000478251704,Biedronka,,D,147.2,Groceries,
2025-01-11,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2024-07-25,Żabka,PL45116022020000000478251704,Żabka,,D,97.94,Groceries,
2024-10-25,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2025-01-14,PKP Intercity,PL45116022020000000478251704,PKP Intercity,,D,206.95,Transport,
2025-03-23,PKO BP ATM,PL45116022020000000478251704,PKO BP ATM,,D,200.0,ATM Withdrawl,
2025-02-19,Bolt,PL45116022020000000478251704,Bolt,,D,417.88,Transport,
2024-12-20,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,11357.89,Salary,
2024-08-28,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,14220.01,Salary,
2025-04-07,KFC,PL45116022020000000478251704,KFC,,D,453.25,Dining,
2024-07-31,Spotify,PL45116022020000000478251704,Spotify,,D,541.83,Entertainment,
2025-03-22,Allegro.pl,PL45116022020000000478251704,Allegro.pl,,D,205.12,Entertainment,
2024-08-29,US Bemowo,PL45116022020000000478251704,US Bemowo,,D,532.66,Tax,
2025-04-10,ZTM Warsaw,PL45116022020000000478251704,ZTM Warsaw,,D,438.29,Transport,
2025-05-21,Uber,PL45116022020000000478251704,Uber,,D,347.06,Transport,
2025-04-09,Lidl,PL45116022020000000478251704,Lidl,,D,183.91,Groceries,
2024-09-13,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,5312.99,Salary,
2024-11-19,Compensa,PL45116022020000000478251704,Compensa,,D,264.68,Insurance,
2025-06-02,ZTM Warsaw,PL45116022020000000478251704,ZTM Warsaw,,D,363.5,Transport,
2025-06-22,Empik,PL45116022020000000478251704,Empik,,D,166.57,Entertainment,
2024-12-04,Spotify,PL45116022020000000478251704,Spotify,,D,92.0,Entertainment,
2025-01-12,Lidl,PL45116022020000000478251704,Lidl,,D,472.62,Groceries,
2024-07-23,Euronet ATM,PL45116022020000000478251704,Euronet ATM,,D,200.0,ATM Withdrawl,
2025-06-23,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2024-11-30,Allegro.pl,PL45116022020000000478251704,Allegro.pl,,D,262.69,Entertainment,
2025-05-30,Empik,PL45116022020000000478251704,Empik,,D,484.19,Entertainment,
2025-04-13,Pizza Hut,PL45116022020000000478251704,Pizza Hut,,D,75.76,Dining,
2025-06-12,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,11551.88,Salary,
2025-02-26,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2025-05-18,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,14405.55,Salary,
2025-03-21,Uber,PL45116022020000000478251704,Uber,,D,112.18,Transport,
2024-08-07,Uber,PL45116022020000000478251704,Uber,,D,212.52,Transport,
2025-01-28,Bolt,PL45116022020000000478251704,Bolt,,D,172.81,Transport,
2025-06-03,McDonald's,PL45116022020000000478251704,McDonald's,,D,309.39,Dining,
2024-11-24,Compensa,PL45116022020000000478251704,Compensa,,D,459.08,Insurance,
2025-01-08,Veolia,PL45116022020000000478251704,Veolia,,D,279.04,Utilities,
2024-12-06,Lidl,PL45116022020000000478251704,Lidl,,D,546.55,Groceries,
2024-09-24,PGNiG,PL45116022020000000478251704,PGNiG,,D,123.67,Utilities,
2025-02-01,ZTM Warsaw,PL45116022020000000478251704,ZTM Warsaw,,D,524.6,Transport,
2024-10-03,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,5792.25,Salary,
2024-10-08,Żabka,PL45116022020000000478251704,Żabka,,D,163.79,Groceries,
2024-12-04,McDonald's,PL45116022020000000478251704,McDonald's,,D,302.85,Dining,
2025-05-04,PGNiG,PL45116022020000000478251704,PGNiG,,D,243.1,Utilities,
2024-12-19,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2025-04-26,PKO BP Branch,PL45116022020000000478251704,PKO BP Branch,,C,2104.64,Cash Deposit,
2025-01-14,Biedronka,PL45116022020000000478251704,Biedronka,,D,487.27,Groceries,
2025-01-26,Uber,PL45116022020000000478251704,Uber,,D,325.82,Transport,
2024-09-28,Lidl,PL45116022020000000478251704,Lidl,,D,347.74,Groceries,
2024-10-14,Pizza Hut,PL45116022020000000478251704,Pizza Hut,,D,369.68,Dining,
2025-02-26,Żabka,PL45116022020000000478251704,Żabka,,D,329.25,Groceries,
2025-03-12,Compensa,PL45116022020000000478251704,Compensa,,D,53.46,Insurance,
2025-02-21,McDonald's,PL45116022020000000478251704,McDonald's,,D,263.59,Dining,
2024-09-15,Euronet ATM,PL45116022020000000478251704,Euronet ATM,,D,500.0,ATM Withdrawl,
2024-09-29,Uber,PL45116022020000000478251704,Uber,,D,557.33,Transport,
2025-05-30,Netflix,PL45116022020000000478251704,Netflix,,D,281.1,Entertainment,
2025-04-15,Warta,PL45116022020000000478251704,Warta,,D,518.32,Insurance,
2025-06-13,ZUS,PL45116022020000000478251704,ZUS,,D,489.97,Tax,
2025-02-13,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,13827.28,Salary,
2024-12-27,Local Bistro,PL45116022020000000478251704,Local Bistro,,D,154.82,Dining,
2025-06-04,Company XYZ Salary,PL45116022020000000478251704,Company XYZ Salary,,C,14150.08,Salary,
2025-05-29,Netflix,PL45116022020000000478251704,Netflix,,D,212.53,Entertainment,
2024-09-16,PGNiG,PL45116022020000000478251704,PGNiG,,D,515.72,Utilities,
2024-11-29,KFC,PL45116022020000000478251704,KFC,,D,171.89,Dining,
2024-12-02,Real Estate Bemowo,PL45116022020000000478251704,Real Estate Bemowo,,D,3500.0,Rent,
2024-07-28,Empik,PL45116022020000000478251704,Empik,,D,476.37,Entertainment,
2024-10-14,UPC,PL45116022020000000478251704,UPC,,D,570.27,Utilities,
2024-07-02,US Bemowo,PL45116022020000000478251704,US Bemowo,,D,578.71,Tax,
2025-01-06,Netflix,PL45116022020000000478251704,Netflix,,D,278.36,Entertainment,
2024-12-23,Netflix,PL45116022020000000478251704,Netflix,,D,192.04,Entertainment,
